model_dt_f1,model_dt_f2,model_dt_f3,model_rf_f1,model_rf_f2,model_rf_f3,model_et_f1,model_et_f2,model_et_f3,model_cat_f1,model_cat_f2,model_cat_f3,model_ebm_f1_out_1,model_ebm_f2_out_1,model_ebm_f3_out_1,model_ebm_f1_out_8,model_ebm_f2_out_8,model_ebm_f3_out_8,model_ebm_f1_out_16,model_ebm_f2_out_16,model_ebm_f3_out_16,model_ebm_f1_out_24,model_ebm_f2_out_24,model_ebm_f3_out_24,model_lgb_f1,model_lgb_f2,model_lgb_f3,model_xg_f1,model_xg_f2,model_xg_f3,model_gdt_f1,model_gdt_f2,model_gdt_f3
17.153603822912796,32.60991790883549,27.479992830591538,16.922967282036236,19.06484190423397,15.955562632031615,18.813523584839764,22.22510028802537,19.28687321216279,14.834665199344723,15.82287169605909,17.186743907912046,11.389866957284097,11.238422063508311,11.166174551596109,11.556075786433455,11.323582805074924,11.147061151721525,11.464219913285685,11.233836638942254,11.010228805380288,11.61562599301242,11.45686135186945,11.27336837578659,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,13.422324726388966,17.517870465603988,20.80291952717018
11.961944920828993,16.951306939314044,43.60141806127067,18.635478265846192,13.477702866738541,19.011009643293868,18.8781767659516,19.016355512732726,22.431253928010165,15.678082227483852,15.090857631791566,17.567543250979504,9.028923626420667,8.770906639274028,8.660927037865772,10.783546137436897,10.6761595610542,10.60871843201995,11.249273971069695,11.183282812312266,11.075660899101601,11.438703672024362,11.362600525966785,11.226655622467261,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,16.26622295890053,16.776140215683164,18.796770390173798
41.65882862799885,18.232058696312652,23.77610726567641,15.721016134935022,16.92221385118114,18.91790550133218,19.99723182864116,20.625822845632587,19.679378148920467,15.85352963909106,16.31201260833316,15.826728852881265,8.990708574872292,8.827305907919905,8.627239950913824,11.284222558568056,11.194651919921494,10.950664410747716,11.116507049882355,10.965988597183756,10.795435748561163,11.419741621667592,11.289945656313686,11.161589645742987,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,29.62298623688287,12.102062279274131,12.210801945535534
17.458804229142064,51.01837590046254,18.282525201113238,17.00824511110922,17.498548663029545,16.602590327033237,19.420260327218195,20.584652626028742,20.364011908915664,16.15142474017791,16.39278063117283,15.708273547081976,13.449086847743631,12.774737458648039,12.89382298655793,12.491631644639567,12.255285653920046,12.26580996465231,11.674098149470414,11.571115643219747,11.415476501527726,11.531138316817236,11.48606817025795,11.296796863548755,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,21.127096987731992,18.142711455531707,13.319765380874557
48.732029910500465,19.768317214854346,14.214419923972738,17.109551620773125,16.463120905379608,17.758850303669934,20.627870801459032,19.2417405983281,20.38880468787603,16.330160558065295,14.514331141521922,17.012022920843744,14.74254171438447,14.546222970108058,14.406944778513548,13.861425634266501,13.627057351747277,13.516728889354178,11.93775634673876,11.783153130838627,11.637769880816109,11.97692686099545,11.863185633442177,11.672254404331637,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,14.347708851491275,16.833989280483006,21.822512640677456
20.283749487633607,50.51099027799551,17.204489447868138,16.56320853584779,18.719411114000422,15.370654488648297,21.3891695711713,20.422459240699027,18.41985751023943,15.598035741554417,16.95472833562785,15.607396487312778,14.347192452483464,14.350763232664365,13.922990935193996,10.4337397387332,10.338225872673325,10.219449086769403,11.699638943909564,11.663282900231753,11.4694957636385,11.743377600721557,11.671568856219904,11.549389013747609,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,15.889299591987713,14.028308571643754,20.833360834721738
20.697349565927148,12.438548985082917,44.78577717038651,15.765667802081763,16.7585601670336,19.150049901331442,22.596016799097658,19.700852321427814,18.128353906508504,18.28706122092938,16.26374165503729,13.602704695821496,11.719869704501491,11.6733823863803,11.515634846420896,13.39086164967914,13.196228481348465,13.156726282517939,12.764154739990689,12.720507158995982,12.586249057371436,12.360734456894757,12.240795450194133,12.146576630783159,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,14.426256708447204,18.344587199537184,17.587502495864676
48.41639451938995,22.72111333648946,11.177283882676049,18.373732101320304,15.67526484129181,17.101421791759204,20.489894352749502,19.90158668843622,19.891289278169292,16.566426770544087,14.507902719987854,17.079429162958156,12.56897135720583,12.48188912887728,12.408555577913072,12.400489485623776,12.269221303682754,12.003355166993073,12.44008614971118,12.130980182900254,11.974284235375544,12.3656337785211,12.038421338512697,11.91690808979472,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,18.28205228654755,21.080317821205256,12.883566079711125
16.54875651829578,43.968379536234146,27.658764092419585,19.24276836232786,16.3313430852126,15.822334066210777,20.170662844968263,19.78445735913549,20.2652888194421,17.403016905535686,14.147607358237877,16.713503409433045,14.743855406175262,14.524416313335866,14.811626735455604,11.97801448771153,11.91725377492149,11.724460690786588,12.464362846295453,12.289011925166497,12.286493239315346,12.001883594126255,11.840968054215013,11.742074706049701,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,15.740981261390841,16.421167530733076,19.406039212542215
45.672953147011235,18.360040778656437,15.809162667221033,18.73915640699264,15.819867278683859,16.86987409162552,20.57533177403501,19.49229493885258,20.072089986482442,15.947620369316343,17.53585423433875,14.507921370269818,9.898477138978581,9.396360839725004,8.95867374048243,11.638923220475618,11.490054822234814,11.321229109078493,12.585702354778471,12.44598640893488,12.311195675092966,12.011480764460154,11.820025486016647,11.72411547439672,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,14.660778386405239,19.238288622013165,18.199958892440705
17.38188319619039,49.10344058378421,11.014426749537837,17.513288936231366,17.196285607235914,15.645965798942639,21.106765239679216,18.330629544914057,20.94882862147301,16.850873708234282,15.956894858620439,15.481888277407629,12.56400937269456,12.993214388946212,12.481986906779662,13.340092772300014,13.284421641930338,13.143700690264215,12.72859084948357,12.653616137301556,12.577989097685043,12.570418457289135,12.479592365849587,12.471075642422695,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,15.435046627318084,21.672385682340796,13.987553890652023
31.204019984764887,10.063092157909606,32.46066574174732,17.958919840718917,15.457940468915165,17.927660817898527,20.974179494276296,19.494399809321134,19.77929999516523,17.241028524719063,16.020401656918786,14.65578546106525,14.283394395196648,14.38828497100848,13.880336557979588,11.84506565033787,11.860469837562068,11.720292450913032,12.196690059026478,12.167935546227445,11.97201778494264,12.081789159675564,12.093623892851506,11.835476338053976,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,13.297212340163098,19.96097656531789,23.463647178973094
18.899766071209566,47.36658476393658,24.115346924847653,16.985094737580702,16.273753362497892,18.111289994346173,20.2771015010345,19.581777967302767,20.586754569395225,15.798820461016954,18.081899973936157,14.86098431800046,11.575934885070264,11.304124937698374,11.52491677599188,12.109707326226454,12.235709582001693,12.119536057441788,12.623298191682787,12.664717623320115,12.50785740408667,12.662984075659155,12.692928008891434,12.501434096106086,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,13.533688060706556,17.348705856255844,20.349764213939277
24.99457683010844,48.00930309673685,9.076976893233619,17.17540878023919,16.995998381137465,17.103704404725033,20.57867058550326,19.0932372378715,20.60191924448066,15.601762312573689,17.040005268488763,15.50957106071544,13.30222702971953,13.468012219324208,13.371098122269554,13.021320005481673,12.98551772567056,12.83237096823888,12.309582729604312,12.183788254139868,12.049684592941409,12.378888200623253,12.238896410478816,12.082196416371747,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,9.832842879331281,18.101412157201455,22.828943749299167
11.468773546105366,16.44330535530652,47.32579654238985,17.991492510085493,19.033023021720986,15.322713126933184,20.130110583117816,17.934249291990476,22.286745845117668,16.05514767791396,17.907646063621023,14.179798382271764,14.247822546027608,13.964215505417384,13.652425212989266,12.379545519788463,12.093865010177032,11.85860243420801,11.950071087481989,11.636935471914056,11.494924394145219,11.781212480927763,11.505827443953788,11.43218106236976,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,15.77702508819957,18.58231421465694,17.33730302812962
30.156368010529665,15.045847230915998,35.666422711899216,17.025242702166075,18.431263833495763,16.216412347067667,19.695801573423914,20.7948959311448,19.64701093109394,15.747622888328062,16.032734888478952,16.105209251221023,13.363826456557833,13.77626559971541,13.435725970392449,12.72980257044803,12.627311441232658,12.477750727166583,12.272167158053678,12.151241469052476,11.993095589195459,12.100437046201055,11.947621950954572,11.831952328583155,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,19.95362648557318,12.851017371584254,19.53789368825222
25.377691953926064,37.54515202857944,18.158051402715934,17.132140988544716,18.85993496711554,15.308454867005809,18.33679375342579,20.62374004348877,21.239871465423068,17.82755548513865,14.633858957323046,15.598251440975629,10.551540590202896,10.529541817922096,10.589165925201462,11.992642953715817,11.765538784328182,11.873961078676095,12.157645562975395,11.959268265156501,11.86624346905406,11.887284483912229,11.713369872104114,11.625117593936368,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,21.68797885302937,11.70756666447294,16.619998633127786
35.105579421225265,15.256362887901753,46.54610298741678,18.78589815484437,15.211142800581484,17.984743238731916,20.419566945109835,19.955795501361965,19.800046001858476,16.060142389994912,16.377267224023488,15.756471149777017,11.856200102523742,11.16400146605302,10.8895284487325,12.343915701465678,12.016826027891714,11.843260160060222,12.557323910751697,12.335718049663273,12.137552851351675,12.231762709338534,12.055326079379265,11.90827238755613,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,15.634796155067425,18.071756602826106,19.791631353424865
17.405835043409088,22.802898678136394,47.98281314214641,15.896996111903686,19.76976546320379,16.701294543018985,20.689421145483784,18.969066059134747,20.615687735807803,15.904640013832182,15.818677417032694,16.111385362232124,5.163708347947046,4.763432104344214,4.972057463449894,11.454353965499873,11.41483686860451,11.124873377905327,12.04708505066189,11.87221710737435,11.798932415443764,12.122571251150232,11.909960240314001,11.850677349359625,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,17.59746088303289,18.79831955736997,14.654321819205432
49.26501538603278,17.953277895164067,15.005419495062212,18.32345847411928,16.83564322614267,16.629683652325838,19.886184074185355,19.51065214871693,20.81184971293794,13.1815329880507,17.916799541633587,16.96191706904013,14.22152266194098,14.111232876902333,13.901563923142232,13.018326766210361,12.972382955162576,12.845184570122772,12.176086971255609,12.03716429974951,11.991319214537418,12.037289822841062,11.954440182634702,11.866931144152106,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,23.218458229689844,14.044738208319703,16.2580550894065
17.672720152307313,40.228871432313994,13.004856637397276,17.555166156476453,14.928386974080999,18.56715858788825,20.271988411308197,20.819135936248845,19.132158143881387,15.364679845088073,17.09931909186519,15.361283999795345,13.063948493940078,12.821481194711415,12.572469828759798,12.369918533052784,12.366663067940477,12.13677096476157,12.439662592418383,12.379291596175536,12.25416625812021,11.730944116334895,11.608807173185761,11.542602569823126,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,19.111084146508944,17.92281526393943,12.679476037034059
25.73285575745763,48.43737767098647,20.430446079613287,17.23319913115122,17.224449674680447,16.976674653912475,20.762156563199028,22.04847188394073,17.542082508412012,13.794485992670577,16.68270116466388,17.222308838353648,7.615316996521096,7.474587073997928,7.427898700743193,11.114187591324212,10.867615669091949,10.708698724714267,11.79188243379704,11.689125926781927,11.420242758592067,11.976088526211322,11.848831970177432,11.641835094958834,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,21.9051050099219,14.954291572934434,13.177342152418136
49.20889308570829,21.0496825102314,14.763739022307814,18.553359204740836,16.031259306011215,17.196840635251142,19.787979205913793,21.48077470316482,19.003081091485694,15.650716152242836,17.051851145629552,15.69020417415862,11.738019781760382,11.52680911245503,11.548517201335832,10.26827574792469,10.160820937888161,9.990483072544802,11.556768793286905,11.449903888621629,11.266707460100958,12.039076200476199,11.926696764345662,11.786637511581757,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,19.92461739250515,15.733104693106572,15.042450761993383
26.405084099958312,21.14643645486512,41.131396805748736,16.121843741946158,17.6898611878304,17.564584140879063,21.736906226847434,19.007261169178953,19.622865634712745,16.35453636108459,16.28928437048175,15.426446714807637,14.540214232193334,14.37176197849974,14.207175014750502,13.28734143011719,13.125939324567039,13.033282473130509,12.702102085579071,12.550654716642494,12.43685202670019,12.617951346294985,12.472039432483468,12.34875860340397,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,11.094999583939643,22.631793191634653,17.86693709531827
13.309499686461438,51.69866356588882,22.609653760198,16.48472584114901,15.10367768888864,19.6662908802799,20.068449803942162,20.800435723980165,19.273292733672037,16.667998915741983,15.683122201168997,15.77324222087516,13.337353415168021,13.533563304552798,13.726939425488192,12.591084449233685,12.433768522488066,12.357634534388945,12.149702515805151,12.04691867245675,11.991205041251773,12.294779697728798,12.231862603186597,12.087475034840821,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,19.89254895744591,14.195925879936807,17.410868766804576
15.939138667985302,44.91920383881308,15.77758487556601,16.53066524567864,14.891659393044886,19.2993221924254,20.809795607713614,21.033931807250436,18.437658023741438,17.399698303748128,14.131035871463277,16.409721495146158,11.840463396721763,11.385036419159547,11.101537442889382,11.535902203825815,11.404216727945627,11.223396196021211,11.54967728980356,11.40437795934047,11.296291978228922,11.851864683580317,11.67259171836397,11.618645272289658,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,22.44574653562618,18.71474539800905,10.528763288306655
22.114233487032273,21.943155386772126,38.631699691695424,17.124765974955974,16.53831809971418,17.846704097178144,18.741026478555863,21.000733386353165,20.52203028458325,16.74812452918153,15.958700254140956,15.148759960577996,11.754096012359838,11.115572072011105,11.224959034722287,11.684833184953902,11.435108747372643,11.212643140176183,11.724408105043835,11.510369756301278,11.330566241678385,11.809617107605684,11.651233905472553,11.463619951987322,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,15.824866355917774,16.506916435715937,17.888582428407798
19.052693648065254,35.42067788938484,24.884071430145585,16.39107318169705,14.78199194295953,20.663434065868866,20.101499649584557,21.75388797958457,18.474442640911644,15.321985648964503,16.14714611091917,16.894582380777344,12.640105132642116,12.006285723984506,12.342638728978844,11.536389111172143,11.429328183608112,11.355020117978825,11.34109462919039,11.243939022073677,11.170152645461823,11.685459844260041,11.595590064059353,11.445869669400594,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,21.76513825055149,17.003839198787745,13.609462786075687
45.35093941582686,17.58084271400382,25.850205832497647,16.663090595187775,18.645340488395096,16.060742809329277,17.34514548352074,21.855000094169316,20.9946169625265,17.017637523450468,15.257811227307952,15.853439777015737,13.639763521095205,13.31099574651853,13.465839133145609,11.09776602453007,10.875893575786831,10.822764286244722,11.451949851275097,11.297346715057524,11.244775664637187,11.631377017503057,11.499756487778598,11.457458445707147,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,15.168508373218128,15.109844082917173,19.540843378185787
23.165062640782384,48.551254552735784,14.81938316782192,18.80791997024725,19.457954623914805,12.950456473480077,20.79379744167403,20.317845550739502,19.090935928629683,15.424648568389411,16.775000704427377,15.891950752712399,7.926116105544032,7.848955296358835,7.579729349186293,10.365647884612061,10.172023272681814,10.217886946846818,11.308823426019242,11.111469310744804,11.14088192591856,11.261062655492484,11.049985579430016,11.006650333056902,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,16.651217047213635,20.841296470988244,17.79816588633891
55.007125093522895,14.389196009350698,18.25222514871297,16.709371350782835,16.40012161225265,18.336649917098594,21.871739941117006,18.53296652475158,19.855266157137578,16.26180256505939,17.098967865872076,14.738878603362707,7.832642183580942,7.671358522818066,7.662706915717313,11.628216174827651,11.296952243575975,11.389151524590355,11.8796499856366,11.702850144556562,11.619216074375982,11.856986693645457,11.679497043585178,11.634845397153372,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,15.444709606248471,16.674613908655807,17.9151041684437
33.99740689547712,14.843680776309379,29.685052856550023,17.675971516555293,17.357127780781973,16.844448889434595,21.070937519774823,18.958340458657887,20.151553652183612,17.153950026789524,15.355230846660222,15.641375421815866,14.075753616257114,14.397302598638834,14.276736667655127,12.243563308191815,12.210142042084003,11.941556278970198,12.268391598412162,12.17774983491913,12.02370045593798,12.495774267069695,12.35195804367005,12.211114578848697,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,11.751488688077064,14.038689471510859,26.691710082827445
13.820957920557717,46.70563802018585,29.38532509969965,18.342706309568097,17.906230667897844,15.52416985339803,20.127036263712224,20.035413044579524,20.14307438802476,15.442949743728622,14.773078142813613,17.89761412209629,11.345973852434309,11.212567121341962,11.105436567481542,11.8820297329471,11.672246976892987,11.571112161769623,12.29126450002282,12.063015060831889,11.979320661878251,12.415143735587346,12.324636593565774,12.208760863084787,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,20.133002395931786,17.36910524394825,13.47714757982048
37.87160021751931,13.746219686615706,21.518500334186115,16.90398571389287,18.537055822182943,16.01279936335278,20.233931531018335,18.6063848929532,21.515505235429053,16.38921769434753,15.67441403615119,16.094929147036137,13.000144620962006,13.23359974961467,12.614678659600713,11.953961866860043,11.873830132511062,11.688371784270263,11.05798203879799,10.963596519548434,10.818673336562739,10.820979268033598,10.684812262481753,10.567159675580712,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,18.488543946275048,14.187921976739984,18.341484522743787
48.495425935148546,12.023934427083079,30.180363074988655,18.902061412406347,17.912250989233108,14.828878958046293,18.30838865660132,21.955904610725195,20.126657663875818,17.170446015078422,15.207378124599742,15.951652661180177,6.243780368139189,6.075809242264379,6.157310073788872,10.66272910190695,10.619357618139627,10.431090045499777,11.725878167533233,11.649681371747352,11.471976402144069,11.897101679344317,11.735893460924755,11.657578161606823,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,21.195261055791917,18.164768758262703,13.475514797516018
14.947119372896692,15.302525734885872,48.98757971047227,16.360286354794646,15.78411234462546,18.921583861072232,18.93419304068878,21.089734555418897,20.118558436637162,16.815434960726087,14.776390694829399,16.44283926159361,12.995551697824663,13.38616758082219,12.831510404561032,12.05096546281695,12.08821399556094,11.812352963332192,12.455753995643589,12.357423343170447,12.136850590330996,12.507847960266629,12.418131231568585,12.208532177641072,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,22.144632678977082,13.930487448323882,16.922668384631365
15.334753615332176,29.927208239525694,38.00628865243867,15.667957291637293,17.19109105548593,18.31440204936212,19.441562933875172,20.29037287418853,20.472253186612136,16.495676933421436,16.984170025221534,14.586299297981498,6.3199664628691865,6.234368388654079,6.2162692787288085,12.368620422674642,12.351164343974029,12.245406761682956,12.323130974791626,12.294361786999525,12.041339944102642,12.312081371782247,12.310001980913329,12.025883044923088,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,14.99952844340345,20.4407478009538,15.621487805694104
30.916807214086642,37.907674000439606,20.842686460865963,19.064613449675296,16.33989870610608,16.463569189687284,18.655632790514144,20.744846510100594,20.959235151750484,15.139791618027914,15.102476290999073,17.732353899990162,12.558487301923517,12.67686231828486,12.396172163910409,12.804525535666402,12.758723524105408,12.628430314935956,12.64463472993088,12.446732440286178,12.430100684654027,12.814964882152642,12.681958356663431,12.589784164903827,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,14.771112024295237,22.00302068950835,13.195091487376686
49.665168109343654,19.50900156425209,14.256243231803465,16.748909193360753,19.174071342822575,15.978982885937187,18.20460328681457,21.04327948059596,20.965015319308435,16.90961424552951,16.120726393854962,15.332567689442426,12.964107615007562,13.382360514546173,12.895276422310612,10.594148463042037,10.589604031256991,10.35198525535109,11.446955963654409,11.350699815838201,11.22558151750072,11.885387420239462,11.75557990976507,11.627726078216492,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,13.122368603233825,17.678406037717245,21.339224953041853
8.133002504423965,44.38484637644269,28.478988036454655,16.12190611401305,17.26079176056186,18.047203323646123,20.314543205939152,20.584293850031422,19.351266626150814,14.755930750274645,16.84714192797895,16.160868672621696,12.987992043223185,12.816322789931032,12.935819627444392,13.841993004333352,13.72142797573861,13.587448786272287,13.303186052215645,13.16774349645623,12.992318818554597,12.92600461347841,12.768948207992594,12.62952658696919,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,11.92317879463476,22.98353062301212,15.690672115445452
25.95339460958609,18.310170379270442,40.93062809862175,17.56258160625239,16.582061737582094,17.6720322857252,19.7017874786391,19.020047297465428,21.472424664952957,16.751854039216777,17.67790157382704,13.714255412304947,13.555652329449547,13.722431728300643,13.788114374257983,13.036404706994405,13.01693076120713,12.87960251906283,11.935711180217883,11.797367851631623,11.671709744696116,12.431793361295972,12.29451602485029,12.168024299338677,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,15.586315784628662,14.177469064643121,24.560581101264155
18.62597941005538,51.42898568005041,19.371411380759326,16.74263308674121,16.83140552862423,18.329838162853054,18.012606566299286,21.66246307520807,20.493784641838058,15.526950737795131,15.598691547645952,17.040850845101893,9.097063090622973,9.144029973941697,8.563109874448426,12.307114475585006,12.085980325509203,11.983894473165906,11.397327230275446,11.22369971857248,11.104168485130568,11.295556494180516,11.129227720676713,10.960512676929978,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,17.86669491097212,18.445344721502885,14.76591111113137
16.859131385711525,23.495559290101113,40.2714581411343,17.458070008240885,16.658076241775465,17.614962101263277,20.887543463925095,19.18784053041093,20.202906867485314,16.981748851657223,15.375969072882253,15.840439702961026,12.215068832700586,11.718154001513458,12.247663215542973,11.1074595605545,11.047995733669982,10.928922700297473,11.418869302685186,11.277674888782197,11.195434935755163,11.685900297839558,11.543441636867456,11.385564788189214,43.33748083919801,0.0,0.0,59.272647857666016,0.0,0.0,21.21484135558389,13.104409775007003,20.136888988664033
